strategy,n_signals,success_rate,mean_return,median_return,avg_score,avg_news_risk,avg_news_count,avg_negative_ratio
BASELINE_TECNICO_ALL,3260,0.5193251533742331,0.02283530586848847,0.00441114240844675,,0.35823634770165574,10.045918367346939,0.17521795726590195
RF_TOP_30_BASE,980,0.5948979591836735,0.049089954513903064,0.02626331263346965,0.5674131664560128,0.35823634770165574,10.045918367346939,0.17521795726590195
RF_TOP_30_EXCLUDE_NEWS_EXTREME,889,0.59392575928009,0.050289277305496836,0.0261765717194372,0.5675014066859477,0.3238399193742588,10.16310461192351,0.12571263793138576
RF_TOP_30_EXCLUDE_NEWS_HIGH_EXTREME,755,0.5986754966887418,0.05269484402278617,0.0263500535475021,0.5674659413839015,0.28624579542190665,9.149668874172185,0.09623234103223172
RF_TOP_30_EXCLUDE_NEG_RATIO_50,913,0.5969331872946331,0.050214153232900564,0.0263554691863356,0.5674355640556451,0.33221436396031073,10.331872946330778,0.13120011193050857
RF_TOP_30_ONLY_LOW_MEDIUM_NEWS,755,0.5986754966887418,0.05269484402278617,0.0263500535475021,0.5674659413839015,0.28624579542190665,9.149668874172185,0.09623234103223172
RF_NEWS_RISK_ADAPTIVE,870,0.5977011494252874,0.05221379872413654,0.0263941258373092,0.5688316706197475,0.3258182720414987,9.870114942528735,0.13339413974326134
