date,strategy,equity,drawdown
2025-11-14,RF_TOP_30_EXCLUDE_NEG_RATIO_50,325395.79844370065,-0.012739525810291807
2025-11-15,RF_TOP_30_EXCLUDE_NEG_RATIO_50,325395.79844370065,-0.012739525810291807
2025-11-16,RF_TOP_30_EXCLUDE_NEG_RATIO_50,325395.79844370065,-0.012739525810291807
2025-11-17,RF_TOP_30_EXCLUDE_NEG_RATIO_50,329493.31204356614,-0.00030754838787316885
2025-11-18,RF_TOP_30_EXCLUDE_NEG_RATIO_50,329493.3120435662,-0.0003075483878730578
2025-11-19,RF_TOP_30_EXCLUDE_NEG_RATIO_50,332113.93522521213,0.0
2025-11-20,RF_TOP_30_EXCLUDE_NEG_RATIO_50,335799.9530917355,0.0
2025-11-21,RF_TOP_30_EXCLUDE_NEG_RATIO_50,335963.59719719854,0.0
2025-11-22,RF_TOP_30_EXCLUDE_NEG_RATIO_50,335963.59719719854,0.0
2025-11-23,RF_TOP_30_EXCLUDE_NEG_RATIO_50,335963.59719719854,0.0
2025-11-24,RF_TOP_30_EXCLUDE_NEG_RATIO_50,335963.59719719854,0.0
2025-11-25,RF_TOP_30_EXCLUDE_NEG_RATIO_50,335963.59719719854,0.0
2025-11-26,RF_TOP_30_EXCLUDE_NEG_RATIO_50,335963.59719719854,0.0
2025-11-27,RF_TOP_30_EXCLUDE_NEG_RATIO_50,335963.59719719854,0.0
2025-11-28,RF_TOP_30_EXCLUDE_NEG_RATIO_50,349922.70373558224,0.0
2025-11-29,RF_TOP_30_EXCLUDE_NEG_RATIO_50,349922.70373558224,0.0
2025-11-30,RF_TOP_30_EXCLUDE_NEG_RATIO_50,349922.70373558224,0.0
2025-12-01,RF_TOP_30_EXCLUDE_NEG_RATIO_50,349922.7037355823,0.0
2025-12-02,RF_TOP_30_EXCLUDE_NEG_RATIO_50,349922.7037355823,0.0
2025-12-03,RF_TOP_30_EXCLUDE_NEG_RATIO_50,349922.7037355823,0.0
2025-12-04,RF_TOP_30_EXCLUDE_NEG_RATIO_50,349922.7037355823,0.0
2025-12-05,RF_TOP_30_EXCLUDE_NEG_RATIO_50,349922.7037355823,0.0
2025-12-06,RF_TOP_30_EXCLUDE_NEG_RATIO_50,349922.7037355823,0.0
2025-12-07,RF_TOP_30_EXCLUDE_NEG_RATIO_50,349922.7037355823,0.0
2025-12-08,RF_TOP_30_EXCLUDE_NEG_RATIO_50,349278.7607221456,-0.0018402435925486404
2025-12-09,RF_TOP_30_EXCLUDE_NEG_RATIO_50,349278.7607221456,-0.0018402435925486404
2025-12-10,RF_TOP_30_EXCLUDE_NEG_RATIO_50,349278.7607221456,-0.0018402435925486404
2025-12-11,RF_TOP_30_EXCLUDE_NEG_RATIO_50,349278.7607221456,-0.0018402435925486404
2025-12-12,RF_TOP_30_EXCLUDE_NEG_RATIO_50,350863.65734473144,0.0
2025-12-13,RF_TOP_30_EXCLUDE_NEG_RATIO_50,350863.65734473144,0.0
2025-12-14,RF_TOP_30_EXCLUDE_NEG_RATIO_50,350863.65734473144,0.0
2025-12-15,RF_TOP_30_EXCLUDE_NEG_RATIO_50,349577.55121631094,-0.003665543870098986
2025-12-16,RF_TOP_30_EXCLUDE_NEG_RATIO_50,349577.55121631094,-0.003665543870098986
2025-12-17,RF_TOP_30_EXCLUDE_NEG_RATIO_50,349577.55121631094,-0.003665543870098986
2025-12-18,RF_TOP_30_EXCLUDE_NEG_RATIO_50,349577.55121631094,-0.003665543870098986
2025-12-19,RF_TOP_30_EXCLUDE_NEG_RATIO_50,349577.55121631094,-0.003665543870098986
2025-12-20,RF_TOP_30_EXCLUDE_NEG_RATIO_50,349577.55121631094,-0.003665543870098986
2025-12-21,RF_TOP_30_EXCLUDE_NEG_RATIO_50,349577.55121631094,-0.003665543870098986
2025-12-22,RF_TOP_30_EXCLUDE_NEG_RATIO_50,349577.55121631094,-0.003665543870098986
2025-12-23,RF_TOP_30_EXCLUDE_NEG_RATIO_50,349577.55121631094,-0.003665543870098986
2025-12-24,RF_TOP_30_EXCLUDE_NEG_RATIO_50,349577.55121631094,-0.003665543870098986
2025-12-25,RF_TOP_30_EXCLUDE_NEG_RATIO_50,349577.55121631094,-0.003665543870098986
2025-12-26,RF_TOP_30_EXCLUDE_NEG_RATIO_50,349577.55121631094,-0.003665543870098986
2025-12-27,RF_TOP_30_EXCLUDE_NEG_RATIO_50,349577.55121631094,-0.003665543870098986
2025-12-28,RF_TOP_30_EXCLUDE_NEG_RATIO_50,349577.55121631094,-0.003665543870098986
2025-12-29,RF_TOP_30_EXCLUDE_NEG_RATIO_50,349577.55121631094,-0.003665543870098986
2025-12-30,RF_TOP_30_EXCLUDE_NEG_RATIO_50,349577.55121631094,-0.003665543870098986
2025-12-31,RF_TOP_30_EXCLUDE_NEG_RATIO_50,387334.7756456341,0.0
