date,strategy,equity
2023-04-24,BASELINE_TECNICO_ALL,187572.24873610825
2023-04-25,BASELINE_TECNICO_ALL,187382.99131748674
2023-04-26,BASELINE_TECNICO_ALL,187382.99131748674
2023-04-27,BASELINE_TECNICO_ALL,188386.74746533533
2023-04-28,BASELINE_TECNICO_ALL,188386.74746533533
2023-04-29,BASELINE_TECNICO_ALL,188386.74746533533
2023-04-30,BASELINE_TECNICO_ALL,188386.74746533533
2023-05-01,BASELINE_TECNICO_ALL,191829.94332064944
2023-05-02,BASELINE_TECNICO_ALL,191136.68854195686
2023-05-03,BASELINE_TECNICO_ALL,191136.68854195686
2023-05-04,BASELINE_TECNICO_ALL,191136.68854195686
2023-05-05,BASELINE_TECNICO_ALL,191136.68854195686
2023-05-06,BASELINE_TECNICO_ALL,191136.68854195686
2023-05-07,BASELINE_TECNICO_ALL,191136.68854195686
2023-05-08,BASELINE_TECNICO_ALL,191136.68854195686
2023-05-09,BASELINE_TECNICO_ALL,191136.68854195686
2023-05-10,BASELINE_TECNICO_ALL,191136.68854195686
2023-05-11,BASELINE_TECNICO_ALL,191136.68854195686
2023-05-12,BASELINE_TECNICO_ALL,191136.68854195686
2023-05-13,BASELINE_TECNICO_ALL,191136.68854195686
2023-05-14,BASELINE_TECNICO_ALL,191136.68854195686
2023-05-15,BASELINE_TECNICO_ALL,191213.72655470725
2023-05-16,BASELINE_TECNICO_ALL,190931.0551214124
2023-05-17,BASELINE_TECNICO_ALL,190931.0551214124
2023-05-18,BASELINE_TECNICO_ALL,190931.0551214124
2023-05-19,BASELINE_TECNICO_ALL,190931.0551214124
2023-05-20,BASELINE_TECNICO_ALL,190931.0551214124
2023-05-21,BASELINE_TECNICO_ALL,190931.0551214124
2023-05-22,BASELINE_TECNICO_ALL,190931.0551214124
2023-05-23,BASELINE_TECNICO_ALL,190931.0551214124
2023-05-24,BASELINE_TECNICO_ALL,190931.0551214124
2023-05-25,BASELINE_TECNICO_ALL,190232.7524739343
2023-05-26,BASELINE_TECNICO_ALL,190232.7524739343
2023-05-27,BASELINE_TECNICO_ALL,190232.7524739343
2023-05-28,BASELINE_TECNICO_ALL,190232.7524739343
2023-05-29,BASELINE_TECNICO_ALL,190232.7524739343
2023-05-30,BASELINE_TECNICO_ALL,190232.7524739343
2023-05-31,BASELINE_TECNICO_ALL,190232.7524739343
2023-06-01,BASELINE_TECNICO_ALL,190232.7524739343
2023-06-02,BASELINE_TECNICO_ALL,190232.7524739343
2023-06-03,BASELINE_TECNICO_ALL,190232.7524739343
2023-06-04,BASELINE_TECNICO_ALL,190232.7524739343
2023-06-05,BASELINE_TECNICO_ALL,190232.7524739343
2023-06-06,BASELINE_TECNICO_ALL,190213.08895268023
2023-06-07,BASELINE_TECNICO_ALL,190213.08895268023
2023-06-08,BASELINE_TECNICO_ALL,190213.08895268023
2023-06-09,BASELINE_TECNICO_ALL,190213.08895268023
2023-06-10,BASELINE_TECNICO_ALL,190213.08895268023
2023-06-11,BASELINE_TECNICO_ALL,190213.08895268023
2023-06-12,BASELINE_TECNICO_ALL,190213.08895268023
2023-06-13,BASELINE_TECNICO_ALL,190213.08895268023
2023-06-14,BASELINE_TECNICO_ALL,190407.9608675808
2023-06-15,BASELINE_TECNICO_ALL,190407.9608675808
2023-06-16,BASELINE_TECNICO_ALL,190407.9608675808
2023-06-17,BASELINE_TECNICO_ALL,190407.9608675808
2023-06-18,BASELINE_TECNICO_ALL,190407.9608675808
2023-06-19,BASELINE_TECNICO_ALL,190407.9608675808
2023-06-20,BASELINE_TECNICO_ALL,190407.9608675808
2023-06-21,BASELINE_TECNICO_ALL,190407.9608675808
2023-06-22,BASELINE_TECNICO_ALL,190407.9608675808
2023-06-23,BASELINE_TECNICO_ALL,190407.9608675808
2023-06-24,BASELINE_TECNICO_ALL,190407.9608675808
2023-06-25,BASELINE_TECNICO_ALL,190407.9608675808
2023-06-26,BASELINE_TECNICO_ALL,190407.9608675808
2023-06-27,BASELINE_TECNICO_ALL,190407.9608675808
2023-06-28,BASELINE_TECNICO_ALL,190407.9608675808
2023-06-29,BASELINE_TECNICO_ALL,190407.9608675808
2023-06-30,BASELINE_TECNICO_ALL,190407.9608675808
2023-07-01,BASELINE_TECNICO_ALL,190407.9608675808
2023-07-02,BASELINE_TECNICO_ALL,190407.9608675808
2023-07-03,BASELINE_TECNICO_ALL,193240.7141721609
2023-07-04,BASELINE_TECNICO_ALL,193240.7141721609
2023-07-05,BASELINE_TECNICO_ALL,193240.7141721609
2023-07-06,BASELINE_TECNICO_ALL,193240.7141721609
2023-07-07,BASELINE_TECNICO_ALL,193578.59563925842
2023-07-08,BASELINE_TECNICO_ALL,193578.59563925842
2023-07-09,BASELINE_TECNICO_ALL,193578.59563925842
2023-07-10,BASELINE_TECNICO_ALL,193578.59563925842
2023-07-11,BASELINE_TECNICO_ALL,193578.59563925842
2023-07-12,BASELINE_TECNICO_ALL,193578.59563925842
2023-07-13,BASELINE_TECNICO_ALL,193578.59563925842
2023-07-14,BASELINE_TECNICO_ALL,195412.79054637448
2023-07-15,BASELINE_TECNICO_ALL,195412.79054637448
2023-07-16,BASELINE_TECNICO_ALL,195412.79054637448
2023-07-17,BASELINE_TECNICO_ALL,202697.4765058546
2023-07-18,BASELINE_TECNICO_ALL,202697.4765058546
2023-07-19,BASELINE_TECNICO_ALL,203901.77749083866
2023-07-20,BASELINE_TECNICO_ALL,203901.77749083866
2023-07-21,BASELINE_TECNICO_ALL,203901.77749083866
2023-07-22,BASELINE_TECNICO_ALL,203901.77749083866
2023-07-23,BASELINE_TECNICO_ALL,203901.77749083866
2023-07-24,BASELINE_TECNICO_ALL,203901.77749083866
2023-07-25,BASELINE_TECNICO_ALL,203901.77749083866
2023-07-26,BASELINE_TECNICO_ALL,205505.5629573286
2023-07-27,BASELINE_TECNICO_ALL,205505.5629573286
2023-07-28,BASELINE_TECNICO_ALL,205505.5629573286
2023-07-29,BASELINE_TECNICO_ALL,205505.5629573286
2023-07-30,BASELINE_TECNICO_ALL,205505.5629573286
2023-07-31,BASELINE_TECNICO_ALL,205505.5629573286
2023-08-01,BASELINE_TECNICO_ALL,205505.5629573286
2023-08-02,BASELINE_TECNICO_ALL,205505.5629573286
2023-08-03,BASELINE_TECNICO_ALL,205344.03422472792
2023-08-04,BASELINE_TECNICO_ALL,205344.03422472792
2023-08-05,BASELINE_TECNICO_ALL,205344.03422472792
2023-08-06,BASELINE_TECNICO_ALL,205344.03422472792
2023-08-07,BASELINE_TECNICO_ALL,205344.03422472792
2023-08-08,BASELINE_TECNICO_ALL,205344.03422472792
2023-08-09,BASELINE_TECNICO_ALL,208722.15410935218
2023-08-10,BASELINE_TECNICO_ALL,208067.29619228642
2023-08-11,BASELINE_TECNICO_ALL,208067.29619228642
2023-08-12,BASELINE_TECNICO_ALL,208067.29619228642
2023-08-13,BASELINE_TECNICO_ALL,208067.29619228642
2023-08-14,BASELINE_TECNICO_ALL,206342.94839200686
2023-08-15,BASELINE_TECNICO_ALL,206342.94839200686
2023-08-16,BASELINE_TECNICO_ALL,207611.8444744434
2023-08-17,BASELINE_TECNICO_ALL,207597.66321515295
2023-08-18,BASELINE_TECNICO_ALL,207597.66321515295
2023-08-19,BASELINE_TECNICO_ALL,207597.66321515295
2023-08-20,BASELINE_TECNICO_ALL,207597.66321515295
2023-08-21,BASELINE_TECNICO_ALL,207597.66321515295
2023-08-22,BASELINE_TECNICO_ALL,207597.66321515295
2023-08-23,BASELINE_TECNICO_ALL,207597.66321515295
2023-08-24,BASELINE_TECNICO_ALL,208311.50632867182
2023-08-25,BASELINE_TECNICO_ALL,210919.5588334702
2023-08-26,BASELINE_TECNICO_ALL,210919.5588334702
2023-08-27,BASELINE_TECNICO_ALL,210919.5588334702
2023-08-28,BASELINE_TECNICO_ALL,210919.5588334702
2023-08-29,BASELINE_TECNICO_ALL,210919.5588334702
2023-08-30,BASELINE_TECNICO_ALL,210919.5588334702
2023-08-31,BASELINE_TECNICO_ALL,210919.5588334702
2023-09-01,BASELINE_TECNICO_ALL,210919.5588334702
2023-09-02,BASELINE_TECNICO_ALL,210919.5588334702
2023-09-03,BASELINE_TECNICO_ALL,210919.5588334702
2023-09-04,BASELINE_TECNICO_ALL,210919.5588334702
2023-09-05,BASELINE_TECNICO_ALL,210297.67751740024
2023-09-06,BASELINE_TECNICO_ALL,209794.12392534452
2023-09-07,BASELINE_TECNICO_ALL,209794.12392534452
2023-09-08,BASELINE_TECNICO_ALL,214355.83481220942
2023-09-09,BASELINE_TECNICO_ALL,214355.83481220942
2023-09-10,BASELINE_TECNICO_ALL,214355.83481220942
2023-09-11,BASELINE_TECNICO_ALL,216075.6330764897
2023-09-12,BASELINE_TECNICO_ALL,214386.94811096948
2023-09-13,BASELINE_TECNICO_ALL,214386.94811096948
2023-09-14,BASELINE_TECNICO_ALL,214386.94811096948
2023-09-15,BASELINE_TECNICO_ALL,214386.94811096948
2023-09-16,BASELINE_TECNICO_ALL,214386.94811096948
2023-09-17,BASELINE_TECNICO_ALL,214386.94811096948
2023-09-18,BASELINE_TECNICO_ALL,214386.94811096948
2023-09-19,BASELINE_TECNICO_ALL,213471.7588384731
2023-09-20,BASELINE_TECNICO_ALL,213403.68343218614
2023-09-21,BASELINE_TECNICO_ALL,212680.89892345725
2023-09-22,BASELINE_TECNICO_ALL,212680.89892345725
2023-09-23,BASELINE_TECNICO_ALL,212680.89892345725
2023-09-24,BASELINE_TECNICO_ALL,212680.89892345725
2023-09-25,BASELINE_TECNICO_ALL,212680.89892345725
2023-09-26,BASELINE_TECNICO_ALL,212680.89892345725
2023-09-27,BASELINE_TECNICO_ALL,212680.89892345725
2023-09-28,BASELINE_TECNICO_ALL,212413.01175126288
2023-09-29,BASELINE_TECNICO_ALL,213187.90609550447
2023-09-30,BASELINE_TECNICO_ALL,213187.90609550447
2023-10-01,BASELINE_TECNICO_ALL,213187.90609550447
2023-10-02,BASELINE_TECNICO_ALL,212598.91009178202
2023-10-03,BASELINE_TECNICO_ALL,212598.91009178202
2023-10-04,BASELINE_TECNICO_ALL,210285.62872869358
2023-10-05,BASELINE_TECNICO_ALL,210285.62872869358
2023-10-06,BASELINE_TECNICO_ALL,210285.62872869358
2023-10-07,BASELINE_TECNICO_ALL,210285.62872869358
2023-10-08,BASELINE_TECNICO_ALL,210285.62872869358
2023-10-09,BASELINE_TECNICO_ALL,210285.62872869358
2023-10-10,BASELINE_TECNICO_ALL,210285.62872869358
2023-10-11,BASELINE_TECNICO_ALL,210285.6287286936
2023-10-12,BASELINE_TECNICO_ALL,207727.03683897803
2023-10-13,BASELINE_TECNICO_ALL,207737.75360257848
2023-10-14,BASELINE_TECNICO_ALL,207737.75360257848
2023-10-15,BASELINE_TECNICO_ALL,207737.75360257848
2023-10-16,BASELINE_TECNICO_ALL,207737.75360257845
2023-10-17,BASELINE_TECNICO_ALL,207737.75360257845
2023-10-18,BASELINE_TECNICO_ALL,207737.75360257845
2023-10-19,BASELINE_TECNICO_ALL,205835.61389224115
2023-10-20,BASELINE_TECNICO_ALL,205412.01716439828
2023-10-21,BASELINE_TECNICO_ALL,205412.01716439828
2023-10-22,BASELINE_TECNICO_ALL,205412.01716439828
2023-10-23,BASELINE_TECNICO_ALL,205412.01716439825
2023-10-24,BASELINE_TECNICO_ALL,201435.55939058214
2023-10-25,BASELINE_TECNICO_ALL,202156.34808686742
2023-10-26,BASELINE_TECNICO_ALL,204675.63265083916
2023-10-27,BASELINE_TECNICO_ALL,204186.26207636387
2023-10-28,BASELINE_TECNICO_ALL,204186.26207636387
2023-10-29,BASELINE_TECNICO_ALL,204186.26207636387
2023-10-30,BASELINE_TECNICO_ALL,201435.55939058214
2023-10-31,BASELINE_TECNICO_ALL,201435.55939058214
2023-11-01,BASELINE_TECNICO_ALL,201435.55939058214
2023-11-02,BASELINE_TECNICO_ALL,201435.55939058214
2023-11-03,BASELINE_TECNICO_ALL,201435.5593905821
2023-11-04,BASELINE_TECNICO_ALL,201435.5593905821
2023-11-05,BASELINE_TECNICO_ALL,201435.5593905821
2023-11-06,BASELINE_TECNICO_ALL,200641.21087615343
2023-11-07,BASELINE_TECNICO_ALL,200641.2108761534
2023-11-08,BASELINE_TECNICO_ALL,200641.21087615337
2023-11-09,BASELINE_TECNICO_ALL,200641.21087615337
2023-11-10,BASELINE_TECNICO_ALL,200641.21087615337
2023-11-11,BASELINE_TECNICO_ALL,200641.21087615337
2023-11-12,BASELINE_TECNICO_ALL,200641.21087615337
2023-11-13,BASELINE_TECNICO_ALL,200641.21087615337
2023-11-14,BASELINE_TECNICO_ALL,200641.21087615337
2023-11-15,BASELINE_TECNICO_ALL,199507.03628815475
2023-11-16,BASELINE_TECNICO_ALL,199507.03628815475
2023-11-17,BASELINE_TECNICO_ALL,199507.03628815475
2023-11-18,BASELINE_TECNICO_ALL,199507.03628815475
2023-11-19,BASELINE_TECNICO_ALL,199507.03628815475
2023-11-20,BASELINE_TECNICO_ALL,199507.03628815475
2023-11-21,BASELINE_TECNICO_ALL,199507.03628815475
2023-11-22,BASELINE_TECNICO_ALL,199507.03628815475
2023-11-23,BASELINE_TECNICO_ALL,199507.03628815475
2023-11-24,BASELINE_TECNICO_ALL,199507.03628815475
2023-11-25,BASELINE_TECNICO_ALL,199507.03628815475
2023-11-26,BASELINE_TECNICO_ALL,199507.03628815475
2023-11-27,BASELINE_TECNICO_ALL,199507.03628815475
2023-11-28,BASELINE_TECNICO_ALL,199507.03628815475
2023-11-29,BASELINE_TECNICO_ALL,198852.29638665874
2023-11-30,BASELINE_TECNICO_ALL,198852.29638665874
2023-12-01,BASELINE_TECNICO_ALL,198852.29638665874
2023-12-02,BASELINE_TECNICO_ALL,198852.29638665874
2023-12-03,BASELINE_TECNICO_ALL,198852.29638665874
2023-12-04,BASELINE_TECNICO_ALL,199550.99847536645
2023-12-05,BASELINE_TECNICO_ALL,199550.99847536645
2023-12-06,BASELINE_TECNICO_ALL,200654.3713094365
2023-12-07,BASELINE_TECNICO_ALL,200838.60963885658
2023-12-08,BASELINE_TECNICO_ALL,200838.60963885658
2023-12-09,BASELINE_TECNICO_ALL,200838.60963885658
2023-12-10,BASELINE_TECNICO_ALL,200838.60963885658
2023-12-11,BASELINE_TECNICO_ALL,200838.60963885658
2023-12-12,BASELINE_TECNICO_ALL,200838.60963885658
2023-12-13,BASELINE_TECNICO_ALL,200838.60963885658
2023-12-14,BASELINE_TECNICO_ALL,199373.81044108182
2023-12-15,BASELINE_TECNICO_ALL,198795.0181842047
2023-12-16,BASELINE_TECNICO_ALL,198795.0181842047
2023-12-17,BASELINE_TECNICO_ALL,198795.0181842047
2023-12-18,BASELINE_TECNICO_ALL,198795.0181842047
2023-12-19,BASELINE_TECNICO_ALL,198795.0181842047
2023-12-20,BASELINE_TECNICO_ALL,198795.0181842047
2023-12-21,BASELINE_TECNICO_ALL,198795.0181842047
2023-12-22,BASELINE_TECNICO_ALL,198795.0181842047
2023-12-23,BASELINE_TECNICO_ALL,198795.0181842047
2023-12-24,BASELINE_TECNICO_ALL,198795.0181842047
2023-12-25,BASELINE_TECNICO_ALL,198795.0181842047
2023-12-26,BASELINE_TECNICO_ALL,199033.00422552758
2023-12-27,BASELINE_TECNICO_ALL,199033.00422552755
2023-12-28,BASELINE_TECNICO_ALL,199033.00422552755
2023-12-29,BASELINE_TECNICO_ALL,199033.00422552755
2023-12-30,BASELINE_TECNICO_ALL,199033.00422552755
2023-12-31,BASELINE_TECNICO_ALL,199033.00422552755
2024-01-01,BASELINE_TECNICO_ALL,199033.00422552755
2024-01-02,BASELINE_TECNICO_ALL,199033.00422552755
2024-01-03,BASELINE_TECNICO_ALL,199033.00422552755
2024-01-04,BASELINE_TECNICO_ALL,199033.00422552755
2024-01-05,BASELINE_TECNICO_ALL,199033.00422552755
2024-01-06,BASELINE_TECNICO_ALL,199033.00422552755
2024-01-07,BASELINE_TECNICO_ALL,199033.00422552755
2024-01-08,BASELINE_TECNICO_ALL,199033.00422552755
2024-01-09,BASELINE_TECNICO_ALL,199033.00422552755
2024-01-10,BASELINE_TECNICO_ALL,199033.00422552755
2024-01-11,BASELINE_TECNICO_ALL,199033.00422552755
2024-01-12,BASELINE_TECNICO_ALL,199033.00422552755
2024-01-13,BASELINE_TECNICO_ALL,199033.00422552755
2024-01-14,BASELINE_TECNICO_ALL,199033.00422552755
2024-01-15,BASELINE_TECNICO_ALL,199033.00422552755
2024-01-16,BASELINE_TECNICO_ALL,199033.00422552755
2024-01-17,BASELINE_TECNICO_ALL,199033.00422552755
2024-01-18,BASELINE_TECNICO_ALL,199033.00422552755
2024-01-19,BASELINE_TECNICO_ALL,199033.00422552755
2024-01-20,BASELINE_TECNICO_ALL,199033.00422552755
2024-01-21,BASELINE_TECNICO_ALL,199033.00422552755
2024-01-22,BASELINE_TECNICO_ALL,199033.00422552755
2024-01-23,BASELINE_TECNICO_ALL,199033.00422552755
2024-01-24,BASELINE_TECNICO_ALL,199016.72322771297
2024-01-25,BASELINE_TECNICO_ALL,199016.72322771297
2024-01-26,BASELINE_TECNICO_ALL,199016.72322771297
2024-01-27,BASELINE_TECNICO_ALL,199016.72322771297
2024-01-28,BASELINE_TECNICO_ALL,199016.72322771297
2024-01-29,BASELINE_TECNICO_ALL,199016.72322771297
2024-01-30,BASELINE_TECNICO_ALL,199016.72322771297
2024-01-31,BASELINE_TECNICO_ALL,195952.3624187395
2024-02-01,BASELINE_TECNICO_ALL,195952.3624187395
2024-02-02,BASELINE_TECNICO_ALL,195952.3624187395
2024-02-03,BASELINE_TECNICO_ALL,195952.3624187395
2024-02-04,BASELINE_TECNICO_ALL,195952.3624187395
2024-02-05,BASELINE_TECNICO_ALL,195952.3624187395
2024-02-06,BASELINE_TECNICO_ALL,198258.86617896764
2024-02-07,BASELINE_TECNICO_ALL,197679.40366309235
2024-02-08,BASELINE_TECNICO_ALL,199608.90578024962
2024-02-09,BASELINE_TECNICO_ALL,199608.90578024962
2024-02-10,BASELINE_TECNICO_ALL,199608.90578024962
2024-02-11,BASELINE_TECNICO_ALL,199608.90578024962
2024-02-12,BASELINE_TECNICO_ALL,199608.90578024962
2024-02-13,BASELINE_TECNICO_ALL,200292.82306950094
2024-02-14,BASELINE_TECNICO_ALL,200776.9910706267
2024-02-15,BASELINE_TECNICO_ALL,200776.9910706267
2024-02-16,BASELINE_TECNICO_ALL,200776.9910706267
2024-02-17,BASELINE_TECNICO_ALL,200776.9910706267
2024-02-18,BASELINE_TECNICO_ALL,200776.9910706267
2024-02-19,BASELINE_TECNICO_ALL,200776.9910706267
2024-02-20,BASELINE_TECNICO_ALL,200776.9910706267
2024-02-21,BASELINE_TECNICO_ALL,200776.9910706267
2024-02-22,BASELINE_TECNICO_ALL,200776.9910706267
2024-02-23,BASELINE_TECNICO_ALL,200776.9910706267
2024-02-24,BASELINE_TECNICO_ALL,200776.9910706267
2024-02-25,BASELINE_TECNICO_ALL,200776.9910706267
2024-02-26,BASELINE_TECNICO_ALL,202147.29570336535
2024-02-27,BASELINE_TECNICO_ALL,202147.29570336535
2024-02-28,BASELINE_TECNICO_ALL,202147.29570336535
2024-02-29,BASELINE_TECNICO_ALL,202147.29570336535
2024-03-01,BASELINE_TECNICO_ALL,204594.6579794397
2024-03-02,BASELINE_TECNICO_ALL,204594.6579794397
2024-03-03,BASELINE_TECNICO_ALL,204594.6579794397
2024-03-04,BASELINE_TECNICO_ALL,206102.4235064601
2024-03-05,BASELINE_TECNICO_ALL,206102.4235064601
2024-03-06,BASELINE_TECNICO_ALL,206102.4235064601
2024-03-07,BASELINE_TECNICO_ALL,206553.38234458023
2024-03-08,BASELINE_TECNICO_ALL,206553.38234458023
2024-03-09,BASELINE_TECNICO_ALL,206553.38234458023
2024-03-10,BASELINE_TECNICO_ALL,206553.38234458023
2024-03-11,BASELINE_TECNICO_ALL,206553.38234458023
2024-03-12,BASELINE_TECNICO_ALL,206553.38234458023
2024-03-13,BASELINE_TECNICO_ALL,205165.19877816187
2024-03-14,BASELINE_TECNICO_ALL,205165.19877816187
2024-03-15,BASELINE_TECNICO_ALL,204732.41373056316
2024-03-16,BASELINE_TECNICO_ALL,204732.41373056316
2024-03-17,BASELINE_TECNICO_ALL,204732.41373056316
2024-03-18,BASELINE_TECNICO_ALL,203851.43874152095
2024-03-19,BASELINE_TECNICO_ALL,203851.43874152095
2024-03-20,BASELINE_TECNICO_ALL,203851.43874152095
2024-03-21,BASELINE_TECNICO_ALL,202885.89837706034
2024-03-22,BASELINE_TECNICO_ALL,202885.89837706034
2024-03-23,BASELINE_TECNICO_ALL,202885.89837706034
2024-03-24,BASELINE_TECNICO_ALL,202885.89837706034
2024-03-25,BASELINE_TECNICO_ALL,201666.778544414
2024-03-26,BASELINE_TECNICO_ALL,201666.778544414
2024-03-27,BASELINE_TECNICO_ALL,201666.778544414
2024-03-28,BASELINE_TECNICO_ALL,201666.778544414
