entry_date,daily_mean_return,n_signals,equity_proxy,drawdown_proxy,strategy
2023-08-23,-0.05342349188552865,2,1.8395969533238934,-0.6019361301832502,RandomForest_TOP_30
2023-08-25,-0.006084922765086157,9,1.8284031479440297,-0.6043583180866565,RandomForest_TOP_30
2023-08-30,-0.0472311847130639,1,1.7420455011335378,-0.6230449434452929,RandomForest_TOP_30
2023-08-31,-0.07565260820248726,2,1.6102552153653766,-0.6515625766487726,RandomForest_TOP_30
2023-09-01,-0.06582575289424186,3,1.5042589534620712,-0.6744987323773968,RandomForest_TOP_30
2023-09-06,0.0237276734539522,2,1.539951518700003,-0.6667753445904002,RandomForest_TOP_30
2023-09-07,-0.0720853908990263,1,1.4289435115089641,-0.6907959741327945,RandomForest_TOP_30
2023-09-14,-0.0854448171406049,1,1.3068476944638268,-0.7172158555821568,RandomForest_TOP_30
2023-11-17,0.0375160545978857,1,1.3558754639204527,-0.7066069101807606,RandomForest_TOP_30
2023-11-20,0.09560445918502365,4,1.4855032043708105,-0.6785572224999692,RandomForest_TOP_30
2023-11-21,0.059898215236106,1,1.5744821950401386,-0.6593033738271805,RandomForest_TOP_30
2023-11-27,0.169745561789809,1,1.8417435597652785,-0.6014716336175828,RandomForest_TOP_30
2023-11-28,0.2128160685645604,2,2.2336961834586235,-0.5166583934726201,RandomForest_TOP_30
2023-12-06,0.0839668443399289,2,2.421252603197787,-0.47607372403432446,RandomForest_TOP_30
2023-12-07,0.11702584172156323,6,2.704601727107534,-0.4147608105893972,RandomForest_TOP_30
2023-12-08,0.13195871965379324,3,3.061497508190082,-0.3375333964635503,RandomForest_TOP_30
2023-12-11,0.115905215535074,1,3.4163410367369456,-0.2607500619958697,RandomForest_TOP_30
2023-12-12,0.16483213499496666,7,3.979463823693214,-0.13889791641975213,RandomForest_TOP_30
2023-12-13,0.025390784118764397,22,4.080505530549041,-0.11703385931134791,RandomForest_TOP_30
2023-12-14,0.08405120646582216,16,4.4234769433821475,-0.04281948991799589,RandomForest_TOP_30
2023-12-15,0.08827737850856222,15,4.813969891836991,0.0,RandomForest_TOP_30
2023-12-18,0.11691368173109501,9,5.3767888356342945,0.0,RandomForest_TOP_30
2023-12-19,-0.008534466290184242,16,5.330900812567134,-0.008534466290184284,RandomForest_TOP_30
2023-12-20,-0.0587359313803632,1,5.017785388244669,-0.06676911784415906,RandomForest_TOP_30
2023-12-21,0.06424406832555667,6,5.34014833557004,-0.006814569287419636,RandomForest_TOP_30
2023-12-22,0.1549579145790376,1,6.167646585192693,0.0,RandomForest_TOP_30
2023-12-27,-0.3079248912407684,1,4.268474681235737,-0.3079248912407684,RandomForest_TOP_30
2024-01-02,0.06739326731103609,8,4.5561411364386455,-0.26128368843684324,RandomForest_TOP_30
2024-01-04,0.0356235263571557,4,4.718446950299488,-0.2349680084414124,RandomForest_TOP_30
2024-01-05,0.019220696331007866,9,4.809138786285164,-0.22026356084815868,RandomForest_TOP_30
2024-01-08,0.03176105906205785,2,4.961882127314,-0.19549830575141836,RandomForest_TOP_30
2024-01-09,0.0787120548845999,1,5.352442065650055,-0.13217432423897046,RandomForest_TOP_30
2024-01-10,0.16811359643140353,3,6.252260350997217,0.0,RandomForest_TOP_30
2024-01-11,0.1581746200105832,9,7.241209256223437,0.0,RandomForest_TOP_30
2024-01-12,-0.0147851858657894,3,7.1341466314770985,-0.014785185865789363,RandomForest_TOP_30
2024-01-16,0.19995784220735854,5,8.560675197898155,0.0,RandomForest_TOP_30
2024-01-17,0.2238719675675119,2,10.477170398158012,0.0,RandomForest_TOP_30
2024-01-18,0.07255358917065168,11,11.237326714896883,0.0,RandomForest_TOP_30
