test_year,BASELINE_TECNICO_ALL,LogisticRegression_TOP_10,RandomForest_THRESHOLD_0_50,RandomForest_TOP_10,RandomForest_TOP_20,RandomForest_TOP_30,XGBoost_THRESHOLD_0_50,XGBoost_TOP_10,XGBoost_TOP_20,XGBoost_TOP_30
2023,0.45093715545755236,0.38461538461538464,0.47643979057591623,0.6923076923076923,0.5879120879120879,0.5714285714285714,0.47770700636942676,0.4725274725274725,0.46703296703296704,0.47619047619047616
2024,0.5808257522743177,0.6363636363636364,0.6093439363817097,0.6503496503496503,0.6328671328671329,0.6247086247086248,0.6117936117936118,0.6923076923076923,0.6013986013986014,0.6083916083916084
2025,0.49134199134199136,0.6129032258064516,0.5310344827586206,0.6344086021505376,0.5621621621621622,0.5719424460431655,0.5050761421319797,0.6129032258064516,0.5459459459459459,0.5539568345323741
